prompt,image_name,index,Quality,Authenticity,Correspondence,score_1,score_2,score_3,score_4,score_5
Sunset over the sea,Lafite/018-1.png,18,0.458102314055257,0.5316932238394511,0.582677705176344,2,3,3,3,3
Sunset over the sea,Lafite/018-2.png,18,0.561244849635452,0.612340544258451,0.659339987893113,2,3,2,3,3
Sunset over the sea,Lafite/018-3.png,18,0.491419095869234,0.520191190756758,0.562357215788722,2,3,2,3,3
Sunset over the sea,Lafite/018-4.png,18,0.500453359532714,0.6448994592926449,0.660375756007488,2,3,3,3,3
Sunset over the sea,stable-diffusion/018-1.png,18,0.7076743054693599,0.6853145513974781,0.669833667657455,4,4,4,3,3
Sunset over the sea,stable-diffusion/018-2.png,18,0.6444139881403881,0.61416175526927,0.66074117163865,4,4,4,3,3
Sunset over the sea,stable-diffusion/018-3.png,18,0.387282351936753,0.402337777690387,0.4069976805308,2,2,2,1,2
Sunset over the sea,stable-diffusion/018-4.png,18,0.599551271462235,0.55466929617002,0.602903263795617,3,3,3,3,3
Sunset over the sea,Unidiffuser/018-1.png,18,0.498862836873808,0.508065365578486,0.559553793647586,2,2,2,3,3
Sunset over the sea,Unidiffuser/018-2.png,18,0.565175224913374,0.554017595359184,0.499791767405515,3,3,3,3,2
Sunset over the sea,Unidiffuser/018-3.png,18,0.58707427938303,0.5854976129188271,0.559806400281659,3,3,3,3,3
Sunset over the sea,Unidiffuser/018-4.png,18,0.7169939636902041,0.6283261308985341,0.706188032814955,4,3,4,3,3
a grandmother reading a book to her grandson and granddaughter,Controlnet/021-1.png,21,0.4903229136739619,0.4345524579184679,0.405449983346535,2,3,3,2,1
a grandmother reading a book to her grandson and granddaughter,Controlnet/021-2.png,21,0.5357495661202649,0.477249602839529,0.468439696111898,2,2,2,1,2
a grandmother reading a book to her grandson and granddaughter,Controlnet/021-3.png,21,0.467329954056687,0.4169662496253499,0.401383309992552,3,3,3,2,2
a grandmother reading a book to her grandson and granddaughter,Controlnet/021-4.png,21,0.53472893640423,0.4733142949997709,0.458977577213721,3,4,4,2,2
a grandmother reading a book to her grandson and granddaughter,DALLE/021-1.png,21,0.607582548063682,0.541173286659182,0.530953859053719,3,3,3,2,2
a grandmother reading a book to her grandson and granddaughter,DALLE/021-2.png,21,0.6475579439485151,0.577285314517608,0.6543467017019551,4,4,3,2,3
a grandmother reading a book to her grandson and granddaughter,DALLE/021-3.png,21,0.579771253200301,0.596244253202045,0.620071316985266,4,4,4,3,3
a grandmother reading a book to her grandson and granddaughter,DALLE/021-4.png,21,0.572682568762458,0.5984487279437181,0.600242804219063,3,3,3,2,3
a grandmother reading a book to her grandson and granddaughter,Glide/021-1.png,21,0.330507440214053,0.40082057605444,0.362863159860107,2,2,2,3,1
a grandmother reading a book to her grandson and granddaughter,Glide/021-2.png,21,0.334570194087178,0.434284387387453,0.348219763451573,1,2,1,3,1
a grandmother reading a book to her grandson and granddaughter,Glide/021-3.png,21,0.430516701509731,0.488537344862006,0.41226548673081,2,1,2,3,1
a grandmother reading a book to her grandson and granddaughter,Glide/021-4.png,21,0.34607607234716,0.355566687966551,0.359754681686441,1,2,1,1,1
a grandmother reading a book to her grandson and granddaughter,Lafite/021-1.png,21,0.326307420248977,0.311979482237797,0.398397507279411,3,2,2,1,2
a grandmother reading a book to her grandson and granddaughter,Lafite/021-2.png,21,0.36353662987198,0.325795494052146,0.339716418936226,2,2,1,1,1
a grandmother reading a book to her grandson and granddaughter,Lafite/021-3.png,21,0.33236006871959,0.284179392186096,0.369857640416345,1,2,1,1,3
a grandmother reading a book to her grandson and granddaughter,Lafite/021-4.png,21,0.396519208908376,0.33306446922504,0.390824766751962,1,1,2,1,1
a grandmother reading a book to her grandson and granddaughter,stable-diffusion/021-1.png,21,0.543776517763355,0.538357862799478,0.4305012343512689,3,3,3,1,2
a grandmother reading a book to her grandson and granddaughter,stable-diffusion/021-2.png,21,0.607594359201249,0.4929469125997219,0.534878045621979,3,4,4,2,3
a grandmother reading a book to her grandson and granddaughter,stable-diffusion/021-3.png,21,0.443686096941139,0.396168487302166,0.4404801452084719,2,2,2,2,3
a grandmother reading a book to her grandson and granddaughter,stable-diffusion/021-4.png,21,0.517828341110132,0.514906177567762,0.4655128145425509,3,3,3,1,1
a grandmother reading a book to her grandson and granddaughter,Unidiffuser/021-1.png,21,0.5014607947663781,0.466925702266203,0.429022490307179,3,3,3,2,2
a grandmother reading a book to her grandson and granddaughter,Unidiffuser/021-2.png,21,0.461208404709132,0.483110990410967,0.4692859570021,3,3,3,2,2
a grandmother reading a book to her grandson and granddaughter,Unidiffuser/021-3.png,21,0.347810880949979,0.418719904390112,0.417583004966074,1,2,2,2,2
a grandmother reading a book to her grandson and granddaughter,Unidiffuser/021-4.png,21,0.417895044774227,0.439840626782861,0.426891283068224,2,3,2,2,1
a blue semi-truck and its trailer jumping over a row of motorcycles. there are metal ramps on either side of the motorcycles.,Controlnet/022-1.png,22,0.6125655771310501,0.56023094957888,0.522810885806247,2,2,2,2,2
a blue semi-truck and its trailer jumping over a row of motorcycles. there are metal ramps on either side of the motorcycles.,Controlnet/022-2.png,22,0.6172239799169099,0.522791689144543,0.505063963142577,4,3,3,2,2
a blue semi-truck and its trailer jumping over a row of motorcycles. there are metal ramps on either side of the motorcycles.,Controlnet/022-3.png,22,0.487594298660916,0.392101811344997,0.3900933853163609,2,3,2,1,1
a blue semi-truck and its trailer jumping over a row of motorcycles. there are metal ramps on either side of the motorcycles.,Controlnet/022-4.png,22,0.5811156598909379,0.495746833730239,0.458849625764383,4,4,4,3,3
a blue semi-truck and its trailer jumping over a row of motorcycles. there are metal ramps on either side of the motorcycles.,DALLE/022-1.png,22,0.552063827860167,0.5055175666004179,0.472619604654257,4,4,3,3,2
a blue semi-truck and its trailer jumping over a row of motorcycles. there are metal ramps on either side of the motorcycles.,DALLE/022-2.png,22,0.545481612565515,0.496510802525404,0.507239675087326,4,4,3,2,2
a blue semi-truck and its trailer jumping over a row of motorcycles. there are metal ramps on either side of the motorcycles.,DALLE/022-3.png,22,0.523430384566554,0.5121802376326979,0.500657672379332,4,4,4,2,1
a blue semi-truck and its trailer jumping over a row of motorcycles. there are metal ramps on either side of the motorcycles.,DALLE/022-4.png,22,0.542593181311639,0.540504932703199,0.527338642928619,3,2,3,1,2
a blue semi-truck and its trailer jumping over a row of motorcycles. there are metal ramps on either side of the motorcycles.,Glide/022-1.png,22,0.406300779862716,0.4321419334444299,0.430182132683748,2,3,3,3,1
a blue semi-truck and its trailer jumping over a row of motorcycles. there are metal ramps on either side of the motorcycles.,Glide/022-2.png,22,0.348137089441341,0.426986199668815,0.384213162908592,2,3,3,2,2
a blue semi-truck and its trailer jumping over a row of motorcycles. there are metal ramps on either side of the motorcycles.,Glide/022-3.png,22,0.458035373658327,0.463329982400588,0.43997374410808,2,3,3,2,2
a blue semi-truck and its trailer jumping over a row of motorcycles. there are metal ramps on either side of the motorcycles.,Glide/022-4.png,22,0.35301973511457,0.445172675264752,0.402777317864178,3,3,3,3,1
a blue semi-truck and its trailer jumping over a row of motorcycles. there are metal ramps on either side of the motorcycles.,Lafite/022-1.png,22,0.416212602797589,0.427087070370235,0.436319039261441,2,2,2,2,3
a blue semi-truck and its trailer jumping over a row of motorcycles. there are metal ramps on either side of the motorcycles.,Lafite/022-2.png,22,0.3361971173088979,0.389168015607843,0.416054678298899,1,1,1,1,1
a blue semi-truck and its trailer jumping over a row of motorcycles. there are metal ramps on either side of the motorcycles.,Lafite/022-3.png,22,0.379210226427822,0.420019225156622,0.427906667970258,1,1,2,1,1
a blue semi-truck and its trailer jumping over a row of motorcycles. there are metal ramps on either side of the motorcycles.,Lafite/022-4.png,22,0.404998843443882,0.446053454921936,0.47506499436124,1,2,1,1,2
a blue semi-truck and its trailer jumping over a row of motorcycles. there are metal ramps on either side of the motorcycles.,stable-diffusion/022-1.png,22,0.457041184102072,0.4554549606279749,0.3928591582279639,4,4,3,2,2
a blue semi-truck and its trailer jumping over a row of motorcycles. there are metal ramps on either side of the motorcycles.,stable-diffusion/022-2.png,22,0.5243672329002981,0.4475496340662859,0.4575500566586549,3,4,4,1,1
a blue semi-truck and its trailer jumping over a row of motorcycles. there are metal ramps on either side of the motorcycles.,stable-diffusion/022-3.png,22,0.4011566045349329,0.419205718665262,0.394963216285509,1,2,2,2,2
a blue semi-truck and its trailer jumping over a row of motorcycles. there are metal ramps on either side of the motorcycles.,stable-diffusion/022-4.png,22,0.608135810562276,0.619388871935027,0.493102345170919,3,3,3,2,1
a blue semi-truck and its trailer jumping over a row of motorcycles. there are metal ramps on either side of the motorcycles.,Unidiffuser/022-1.png,22,0.511008856938164,0.525286221504339,0.470292641898455,2,2,2,2,1
a blue semi-truck and its trailer jumping over a row of motorcycles. there are metal ramps on either side of the motorcycles.,Unidiffuser/022-2.png,22,0.619011603330203,0.563481603079912,0.54628644046274,4,4,4,1,2
a blue semi-truck and its trailer jumping over a row of motorcycles. there are metal ramps on either side of the motorcycles.,Unidiffuser/022-3.png,22,0.51338156932374,0.510380669775056,0.445273632691234,3,4,2,2,2
a blue semi-truck and its trailer jumping over a row of motorcycles. there are metal ramps on either side of the motorcycles.,Unidiffuser/022-4.png,22,0.4084557421202139,0.403652803358367,0.421708950379421,2,2,2,2,2
a propaganda poster depicting a cat dressed as french emperor napoleon holding a piece of cheese,Controlnet/023-1.png,23,0.599037856524429,0.524410239085658,0.605893780946264,3,2,2,2,3
a propaganda poster depicting a cat dressed as french emperor napoleon holding a piece of cheese,Controlnet/023-2.png,23,0.551337683271795,0.471302777752352,0.454269437063949,3,3,2,1,1
a propaganda poster depicting a cat dressed as french emperor napoleon holding a piece of cheese,Controlnet/023-3.png,23,0.581256036288135,0.49612915130306,0.5217194379604659,3,4,2,3,2
a propaganda poster depicting a cat dressed as french emperor napoleon holding a piece of cheese,Controlnet/023-4.png,23,0.586054822025294,0.470835787045135,0.4172422919209579,3,3,2,2,1
a propaganda poster depicting a cat dressed as french emperor napoleon holding a piece of cheese,DALLE/023-1.png,23,0.54431182145287,0.525338411447121,0.584356190356485,2,3,2,2,2
a propaganda poster depicting a cat dressed as french emperor napoleon holding a piece of cheese,DALLE/023-2.png,23,0.626381883802045,0.541759980066822,0.658655018369121,4,4,4,3,3
a propaganda poster depicting a cat dressed as french emperor napoleon holding a piece of cheese,DALLE/023-3.png,23,0.441501728616665,0.445026322260584,0.493175341820461,4,4,4,3,3
a propaganda poster depicting a cat dressed as french emperor napoleon holding a piece of cheese,DALLE/023-4.png,23,0.557506927045367,0.526971389295922,0.522125801346146,4,4,4,3,3
a propaganda poster depicting a cat dressed as french emperor napoleon holding a piece of cheese,Glide/023-1.png,23,0.377503131430634,0.434670138980222,0.4297755381823179,1,2,1,1,1
a propaganda poster depicting a cat dressed as french emperor napoleon holding a piece of cheese,Glide/023-2.png,23,0.339588884389114,0.378891383152925,0.402078636211384,1,1,2,2,2
a propaganda poster depicting a cat dressed as french emperor napoleon holding a piece of cheese,Glide/023-3.png,23,0.399832660226446,0.437784594925648,0.397283586733417,2,2,2,2,2
a propaganda poster depicting a cat dressed as french emperor napoleon holding a piece of cheese,Glide/023-4.png,23,0.3839996468294759,0.3922855670746339,0.392110716560708,1,1,1,1,1
a propaganda poster depicting a cat dressed as french emperor napoleon holding a piece of cheese,Lafite/023-1.png,23,0.3587178795996369,0.403191478728836,0.426265906664186,3,3,2,2,3
a propaganda poster depicting a cat dressed as french emperor napoleon holding a piece of cheese,Lafite/023-2.png,23,0.395938760285501,0.388528363636042,0.3812375411609799,1,2,2,1,1
a propaganda poster depicting a cat dressed as french emperor napoleon holding a piece of cheese,Lafite/023-3.png,23,0.442397401806892,0.401536299677917,0.433642210935182,1,2,1,2,2
a propaganda poster depicting a cat dressed as french emperor napoleon holding a piece of cheese,Lafite/023-4.png,23,0.395555000251293,0.4079338713449509,0.43486779867914,3,2,3,1,2
a propaganda poster depicting a cat dressed as french emperor napoleon holding a piece of cheese,stable-diffusion/023-1.png,23,0.5655374506509829,0.545135189448794,0.571272688660356,4,4,4,3,3
a propaganda poster depicting a cat dressed as french emperor napoleon holding a piece of cheese,stable-diffusion/023-2.png,23,0.592009298143937,0.516312866792913,0.578045461344666,4,4,4,3,3
a propaganda poster depicting a cat dressed as french emperor napoleon holding a piece of cheese,stable-diffusion/023-3.png,23,0.4704464293870329,0.487211809679289,0.479923630563612,3,4,4,2,2
a propaganda poster depicting a cat dressed as french emperor napoleon holding a piece of cheese,stable-diffusion/023-4.png,23,0.509889123945483,0.530017390812633,0.55077557724637,3,3,3,2,2
a propaganda poster depicting a cat dressed as french emperor napoleon holding a piece of cheese,Unidiffuser/023-1.png,23,0.536948908767015,0.549370035926634,0.578808273512375,3,4,4,2,2
a propaganda poster depicting a cat dressed as french emperor napoleon holding a piece of cheese,Unidiffuser/023-2.png,23,0.4833409366418509,0.431344608361166,0.440348417380395,3,3,3,1,1
a propaganda poster depicting a cat dressed as french emperor napoleon holding a piece of cheese,Unidiffuser/023-3.png,23,0.525357766383503,0.529760153524485,0.563446325130178,3,3,3,2,3
a propaganda poster depicting a cat dressed as french emperor napoleon holding a piece of cheese,Unidiffuser/023-4.png,23,0.441436635738196,0.436206508640631,0.456789352648017,1,2,2,1,2
a pineapple with one beer to its left and two beers on its right,Controlnet/025-1.png,25,0.515529790651314,0.532309040787131,0.4293241059263269,4,4,3,2,1
a pineapple with one beer to its left and two beers on its right,Controlnet/025-2.png,25,0.6356659769463,0.538181872329685,0.483428841804294,4,4,4,2,2
a pineapple with one beer to its left and two beers on its right,Controlnet/025-3.png,25,0.550406629209276,0.531632753285447,0.488176883214551,4,4,4,3,2
a pineapple with one beer to its left and two beers on its right,Controlnet/025-4.png,25,0.620618567915986,0.5895845975937231,0.532575438842981,4,4,4,3,2
a pineapple with one beer to its left and two beers on its right,DALLE/025-1.png,25,0.612730454378837,0.554141292310539,0.444815911197965,3,3,3,3,2
a pineapple with one beer to its left and two beers on its right,DALLE/025-2.png,25,0.519767340454609,0.498893452140628,0.464244884427671,3,4,4,3,2
a pineapple with one beer to its left and two beers on its right,DALLE/025-3.png,25,0.634581827747869,0.610076417168127,0.545181238372024,4,4,4,3,2
a pineapple with one beer to its left and two beers on its right,DALLE/025-4.png,25,0.592720182795739,0.607658983612788,0.518947748473785,4,4,4,3,2
a pineapple with one beer to its left and two beers on its right,Glide/025-1.png,25,0.394411921058054,0.4716358915376449,0.4126964250748,2,3,3,2,1
a pineapple with one beer to its left and two beers on its right,Glide/025-2.png,25,0.39071552788291,0.427447009563408,0.400238883906065,2,3,2,2,2
a pineapple with one beer to its left and two beers on its right,Glide/025-3.png,25,0.413982070311795,0.50013942269829,0.4355028617123859,2,3,2,3,1
a pineapple with one beer to its left and two beers on its right,Glide/025-4.png,25,0.432012476910649,0.505365763952705,0.420564128172286,4,4,4,3,1
a pineapple with one beer to its left and two beers on its right,Lafite/025-1.png,25,0.412198603314523,0.416733944737823,0.398109208815548,3,2,2,2,1
a pineapple with one beer to its left and two beers on its right,Lafite/025-2.png,25,0.4540046750223589,0.441355512919073,0.448090563821551,2,2,2,1,1
a pineapple with one beer to its left and two beers on its right,Lafite/025-3.png,25,0.432730858714769,0.403090172441187,0.4061751416555709,1,1,2,1,1
a pineapple with one beer to its left and two beers on its right,Lafite/025-4.png,25,0.415138983948161,0.353573107460084,0.363598296748347,2,3,2,2,2
a pineapple with one beer to its left and two beers on its right,stable-diffusion/025-1.png,25,0.3763662743964749,0.360217795017872,0.409038771756065,1,1,3,1,1
a pineapple with one beer to its left and two beers on its right,stable-diffusion/025-2.png,25,0.580364870920332,0.571391806421511,0.493708367226423,4,4,4,3,2
a pineapple with one beer to its left and two beers on its right,stable-diffusion/025-3.png,25,0.541215285114941,0.497855119721031,0.485844480814497,3,3,2,2,2
a pineapple with one beer to its left and two beers on its right,stable-diffusion/025-4.png,25,0.634374926666145,0.61808360497466,0.597463490668525,4,4,4,3,2
a pineapple with one beer to its left and two beers on its right,Unidiffuser/025-1.png,25,0.558517208982919,0.635734342890102,0.528685670914487,2,2,3,3,2
a pineapple with one beer to its left and two beers on its right,Unidiffuser/025-2.png,25,0.4086669242159629,0.456941587667198,0.461684685398363,1,2,2,3,2
a pineapple with one beer to its left and two beers on its right,Unidiffuser/025-3.png,25,0.527113204854778,0.513520876329959,0.464189857089257,3,3,2,2,2
a pineapple with one beer to its left and two beers on its right,Unidiffuser/025-4.png,25,0.51465909538491,0.54215810127413,0.517752822774599,4,4,4,3,2
"An anime illustration of Sydney Opera House sitting next to Eiffel tower, under a blue night sky of roiling energy, exploding yellow stars, and radiating swirls of blu",Controlnet/029-1.png,29,0.617993527558391,0.595243282533679,0.562921327196812,4,4,4,3,2
"An anime illustration of Sydney Opera House sitting next to Eiffel tower, under a blue night sky of roiling energy, exploding yellow stars, and radiating swirls of blu",Controlnet/029-2.png,29,0.557444764534037,0.528735014748025,0.544323410449858,3,4,3,2,2
"An anime illustration of Sydney Opera House sitting next to Eiffel tower, under a blue night sky of roiling energy, exploding yellow stars, and radiating swirls of blu",Controlnet/029-3.png,29,0.582184368372002,0.5380856764885931,0.582823988908644,4,4,4,3,2
"An anime illustration of Sydney Opera House sitting next to Eiffel tower, under a blue night sky of roiling energy, exploding yellow stars, and radiating swirls of blu",Controlnet/029-4.png,29,0.498822467040383,0.4207319610069159,0.478163557113671,3,4,4,3,2
"An anime illustration of Sydney Opera House sitting next to Eiffel tower, under a blue night sky of roiling energy, exploding yellow stars, and radiating swirls of blu",DALLE/029-1.png,29,0.555115362108433,0.528885874802532,0.552575077376778,4,4,4,3,3
"An anime illustration of Sydney Opera House sitting next to Eiffel tower, under a blue night sky of roiling energy, exploding yellow stars, and radiating swirls of blu",DALLE/029-2.png,29,0.581005287114601,0.574701199892649,0.6356706719167741,3,3,3,3,3
"An anime illustration of Sydney Opera House sitting next to Eiffel tower, under a blue night sky of roiling energy, exploding yellow stars, and radiating swirls of blu",DALLE/029-3.png,29,0.520252176411669,0.489465766375291,0.527025213773003,4,4,4,3,3
"An anime illustration of Sydney Opera House sitting next to Eiffel tower, under a blue night sky of roiling energy, exploding yellow stars, and radiating swirls of blu",DALLE/029-4.png,29,0.5667756360884141,0.557215603690379,0.57992377079925,3,3,2,3,3
"An anime illustration of Sydney Opera House sitting next to Eiffel tower, under a blue night sky of roiling energy, exploding yellow stars, and radiating swirls of blu",Glide/029-1.png,29,0.374902710934829,0.405392711506479,0.43792144577324,3,3,2,3,2
"An anime illustration of Sydney Opera House sitting next to Eiffel tower, under a blue night sky of roiling energy, exploding yellow stars, and radiating swirls of blu",Glide/029-2.png,29,0.398754350469264,0.437379892350032,0.472008401198749,2,3,2,3,2
"An anime illustration of Sydney Opera House sitting next to Eiffel tower, under a blue night sky of roiling energy, exploding yellow stars, and radiating swirls of blu",Glide/029-3.png,29,0.4575773827689749,0.458497647771295,0.51053223631005,2,3,2,3,2
"An anime illustration of Sydney Opera House sitting next to Eiffel tower, under a blue night sky of roiling energy, exploding yellow stars, and radiating swirls of blu",Glide/029-4.png,29,0.447967063290794,0.481222287206198,0.478691369632221,2,2,2,2,1
"An anime illustration of Sydney Opera House sitting next to Eiffel tower, under a blue night sky of roiling energy, exploding yellow stars, and radiating swirls of blu",Lafite/029-1.png,29,0.364037742318995,0.386612068960009,0.436085563102716,2,2,2,2,3
"An anime illustration of Sydney Opera House sitting next to Eiffel tower, under a blue night sky of roiling energy, exploding yellow stars, and radiating swirls of blu",Lafite/029-2.png,29,0.440645554531578,0.4051155122895289,0.429836254700214,2,2,2,2,2
"An anime illustration of Sydney Opera House sitting next to Eiffel tower, under a blue night sky of roiling energy, exploding yellow stars, and radiating swirls of blu",Lafite/029-3.png,29,0.388941225494261,0.405661584897071,0.484578639847024,3,2,3,3,2
"An anime illustration of Sydney Opera House sitting next to Eiffel tower, under a blue night sky of roiling energy, exploding yellow stars, and radiating swirls of blu",Lafite/029-4.png,29,0.468868042598352,0.472107785417993,0.523923443104565,2,3,2,2,2
"An anime illustration of Sydney Opera House sitting next to Eiffel tower, under a blue night sky of roiling energy, exploding yellow stars, and radiating swirls of blu",stable-diffusion/029-1.png,29,0.611527390995981,0.537052558514036,0.529506029258922,4,4,4,3,3
"An anime illustration of Sydney Opera House sitting next to Eiffel tower, under a blue night sky of roiling energy, exploding yellow stars, and radiating swirls of blu",stable-diffusion/029-2.png,29,0.527599399528105,0.535557684382315,0.525673457123167,1,1,1,1,1
"An anime illustration of Sydney Opera House sitting next to Eiffel tower, under a blue night sky of roiling energy, exploding yellow stars, and radiating swirls of blu",stable-diffusion/029-3.png,29,0.554573193781732,0.542842068512318,0.486953621002958,2,4,4,3,2
"An anime illustration of Sydney Opera House sitting next to Eiffel tower, under a blue night sky of roiling energy, exploding yellow stars, and radiating swirls of blu",stable-diffusion/029-4.png,29,0.4691686161526949,0.394072445349904,0.428318287678174,3,3,2,3,2
"An anime illustration of Sydney Opera House sitting next to Eiffel tower, under a blue night sky of roiling energy, exploding yellow stars, and radiating swirls of blu",Unidiffuser/029-1.png,29,0.510339821164099,0.47482221658315,0.494203900404753,3,4,3,3,2
"An anime illustration of Sydney Opera House sitting next to Eiffel tower, under a blue night sky of roiling energy, exploding yellow stars, and radiating swirls of blu",Unidiffuser/029-2.png,29,0.569503087981383,0.55773479873279,0.60399293812241,4,4,4,3,2
"An anime illustration of Sydney Opera House sitting next to Eiffel tower, under a blue night sky of roiling energy, exploding yellow stars, and radiating swirls of blu",Unidiffuser/029-3.png,29,0.445358495573351,0.4543689451544639,0.433153469857619,1,1,2,2,1
"An anime illustration of Sydney Opera House sitting next to Eiffel tower, under a blue night sky of roiling energy, exploding yellow stars, and radiating swirls of blu",Unidiffuser/029-4.png,29,0.551312021724751,0.495994556041296,0.553220843483061,4,4,2,2,2
a dolphin in an astronaut suit on saturn,Controlnet/030-1.png,30,0.563020125293904,0.52501841884802,0.478640454172612,4,4,4,2,3
a dolphin in an astronaut suit on saturn,Controlnet/030-2.png,30,0.488301902900123,0.422296259398404,0.387877402285339,2,3,2,1,1
a dolphin in an astronaut suit on saturn,Controlnet/030-3.png,30,0.516760801823415,0.432517860031668,0.447439311733691,4,3,3,3,2
a dolphin in an astronaut suit on saturn,Controlnet/030-4.png,30,0.533171156019316,0.492707931106692,0.466849945452413,3,4,2,3,3
a dolphin in an astronaut suit on saturn,DALLE/030-1.png,30,0.576457291510708,0.528025518879049,0.57312077036493,3,3,2,2,3
a dolphin in an astronaut suit on saturn,DALLE/030-2.png,30,0.524401999403472,0.4458518557764679,0.515752663870467,3,3,2,3,2
a dolphin in an astronaut suit on saturn,DALLE/030-3.png,30,0.559371532703001,0.481888647074299,0.4967921736899239,4,4,4,3,2
a dolphin in an astronaut suit on saturn,DALLE/030-4.png,30,0.574469092023853,0.455740531761744,0.566361155127681,4,4,3,3,3
a dolphin in an astronaut suit on saturn,Glide/030-1.png,30,0.4392311384288049,0.414321675671095,0.3894612216790989,3,3,2,2,2
a dolphin in an astronaut suit on saturn,Glide/030-2.png,30,0.373236332652491,0.410503357228993,0.412488296438149,1,2,2,3,1
a dolphin in an astronaut suit on saturn,Glide/030-3.png,30,0.443078863778229,0.482130124335228,0.428392822093423,2,2,2,2,2
a dolphin in an astronaut suit on saturn,Glide/030-4.png,30,0.424580755734367,0.4722339494603,0.396048281198671,4,3,4,3,2
a dolphin in an astronaut suit on saturn,Lafite/030-1.png,30,0.4332384729946429,0.391005989362788,0.4256083405447179,2,2,2,2,2
a dolphin in an astronaut suit on saturn,Lafite/030-2.png,30,0.402910457429428,0.369178382501355,0.4023447894374349,3,1,3,2,2
a dolphin in an astronaut suit on saturn,Lafite/030-3.png,30,0.414673670671466,0.4211564154255039,0.424645841418755,2,1,1,1,1
a dolphin in an astronaut suit on saturn,Lafite/030-4.png,30,0.377721860645208,0.347820060817564,0.322735433229447,1,2,2,1,1
a dolphin in an astronaut suit on saturn,stable-diffusion/030-1.png,30,0.560812353687383,0.5572427953585499,0.516263049186814,2,3,3,2,2
a dolphin in an astronaut suit on saturn,stable-diffusion/030-2.png,30,0.4044433859157099,0.413954677712887,0.390038900944095,3,1,1,1,1
a dolphin in an astronaut suit on saturn,stable-diffusion/030-3.png,30,0.596642785340293,0.524582010593834,0.480625575603152,3,3,3,3,2
a dolphin in an astronaut suit on saturn,stable-diffusion/030-4.png,30,0.509942567894948,0.556958372936344,0.470267925526951,2,3,3,2,2
a dolphin in an astronaut suit on saturn,Unidiffuser/030-1.png,30,0.501968259029715,0.4815787916895809,0.432686324169479,3,3,3,2,1
a dolphin in an astronaut suit on saturn,Unidiffuser/030-2.png,30,0.544965669579611,0.426160873688152,0.404770650156705,3,3,3,3,3
a dolphin in an astronaut suit on saturn,Unidiffuser/030-3.png,30,0.463313798428868,0.445161084921567,0.414018551814827,3,4,1,1,2
a dolphin in an astronaut suit on saturn,Unidiffuser/030-4.png,30,0.453058332851922,0.422104023068063,0.389968927157275,2,1,1,1,1
a large white yacht in a calm bay on a sunny day,Controlnet/032-1.png,32,0.572918157716446,0.590858181559627,0.58204082869983,4,4,4,3,3
a large white yacht in a calm bay on a sunny day,Controlnet/032-2.png,32,0.579784050604027,0.593614648251834,0.603484404217054,3,4,3,2,3
a large white yacht in a calm bay on a sunny day,Controlnet/032-3.png,32,0.586360006221821,0.571094006640891,0.576861652195407,3,4,4,3,3
a large white yacht in a calm bay on a sunny day,Controlnet/032-4.png,32,0.575999616410256,0.573328743442255,0.57809172812312,4,4,4,3,2
a large white yacht in a calm bay on a sunny day,DALLE/032-1.png,32,0.644292270082632,0.6331311417125121,0.660978630094908,4,4,4,3,2
a large white yacht in a calm bay on a sunny day,DALLE/032-2.png,32,0.52028952780774,0.501081640508014,0.5675520005738101,2,3,2,2,3
a large white yacht in a calm bay on a sunny day,DALLE/032-3.png,32,0.6918749564016851,0.641456896741892,0.658589551665868,4,4,4,3,3
a large white yacht in a calm bay on a sunny day,DALLE/032-4.png,32,0.491246347459594,0.429505689312774,0.5276720838254669,4,4,4,2,3
a large white yacht in a calm bay on a sunny day,Glide/032-1.png,32,0.397640700864909,0.456276146951002,0.498191902644357,3,2,3,3,3
a large white yacht in a calm bay on a sunny day,Glide/032-2.png,32,0.447474431755044,0.576615082744294,0.639203473665484,2,3,2,3,3
a large white yacht in a calm bay on a sunny day,Glide/032-3.png,32,0.4015849856588239,0.452102133555277,0.512162296579893,4,4,4,3,2
a large white yacht in a calm bay on a sunny day,Glide/032-4.png,32,0.42160412291767,0.478568469926199,0.485666677984555,1,3,2,2,3
a large white yacht in a calm bay on a sunny day,Lafite/032-1.png,32,0.393474579929226,0.380451223360337,0.496944885505364,1,2,1,2,3
a large white yacht in a calm bay on a sunny day,Lafite/032-2.png,32,0.443433535259102,0.5129432665592479,0.538829619234837,2,2,2,2,3
a large white yacht in a calm bay on a sunny day,Lafite/032-3.png,32,0.455772513541414,0.469307896162434,0.5825647402644649,2,2,2,2,2
a large white yacht in a calm bay on a sunny day,Lafite/032-4.png,32,0.395672611748545,0.425282085109567,0.517470168133115,4,4,4,3,3
a large white yacht in a calm bay on a sunny day,stable-diffusion/032-1.png,32,0.678972990220014,0.613922495909416,0.6525936528952561,4,4,4,3,3
a large white yacht in a calm bay on a sunny day,stable-diffusion/032-2.png,32,0.400117301343098,0.445007151502696,0.444452566211834,1,1,2,1,3
a large white yacht in a calm bay on a sunny day,stable-diffusion/032-3.png,32,0.621661757853491,0.618590980113083,0.676999134974954,3,3,2,2,2
a large white yacht in a calm bay on a sunny day,stable-diffusion/032-4.png,32,0.5676441882181981,0.5877685133332821,0.559491965763768,4,4,4,3,3
a large white yacht in a calm bay on a sunny day,Unidiffuser/032-1.png,32,0.5146437051813489,0.552561799656215,0.5960738143479319,3,3,3,3,3
