prompt,image_name,index,quality_score,std_quality,mos_align,std_align
"painted portrait of goblin man, anime style",midjourney_normal_080.jpg,80,3.727351438,0.428866791,3.797711871,0.332301154
"painted portrait of goblin man, anime style",sd1.5_highcorr_080.jpg,80,2.61389334,0.565137792,3.202549791,0.390807278
"painted portrait of goblin man, anime style",sd1.5_lowcorr_080.jpg,80,2.808870337,0.623779528,3.61477839,0.605983668
"painted portrait of goblin man, anime style",sd1.5_lowstep_080.jpg,80,2.746169865,0.705615384,3.250810209,0.527947873
"painted portrait of goblin man, anime style",sd1.5_normal_080.jpg,80,2.210104633,0.354777468,3.232987189,0.546220084
"painted portrait of goblin man, anime style",xl2.2_normal_080.jpg,80,2.956675282,0.522167942,4.081257224,0.44648019
"large purple lovecraftian void, sci-fi style",AttnGAN_normal_081.jpg,81,0.955535203,0.23871129,0.406335814,0.601449218
"large purple lovecraftian void, sci-fi style",DALLE2_normal_081.jpg,81,1.523022688,0.421786868,2.951467196,1.209974957
"large purple lovecraftian void, sci-fi style",glide_normal_081.jpg,81,0.972096944,0.477226561,1.152887677,0.551809779
"large purple lovecraftian void, sci-fi style",midjourney_lowstep_081.jpg,81,1.433419401,0.57752649,2.268627069,1.725818411
"large purple lovecraftian void, sci-fi style",midjourney_normal_081.jpg,81,2.742340814,0.567789616,3.364639327,0.713031127
"large purple lovecraftian void, sci-fi style",sd1.5_highcorr_081.jpg,81,2.23076479,0.871842915,2.474154779,1.003016435
"large purple lovecraftian void, sci-fi style",sd1.5_lowcorr_081.jpg,81,2.455012736,0.628208702,2.308233468,1.211470878
"large purple lovecraftian void, sci-fi style",sd1.5_lowstep_081.jpg,81,1.642493738,0.8376555,3.398417097,0.493691075
"large purple lovecraftian void, sci-fi style",sd1.5_normal_081.jpg,81,1.237266363,0.741880859,2.629356055,1.251352555
"large purple lovecraftian void, sci-fi style",xl2.2_normal_081.jpg,81,1.827559877,0.529236512,2.271926577,0.907286386
"lanky young half - orc warrior, realistic style",AttnGAN_normal_082.jpg,82,0.905232817,0.414046621,0.516334989,0.532775663
"lanky young half - orc warrior, realistic style",DALLE2_normal_082.jpg,82,1.821700312,0.411716488,1.809261893,1.02549582
"lanky young half - orc warrior, realistic style",glide_normal_082.jpg,82,0.69922293,0.430660377,0.653301426,0.873003168
"lanky young half - orc warrior, realistic style",midjourney_lowstep_082.jpg,82,2.855791343,0.278071525,2.714701964,0.673135419
"lanky young half - orc warrior, realistic style",midjourney_normal_082.jpg,82,3.449493362,0.80687651,2.839729721,1.367512393
"lanky young half - orc warrior, realistic style",sd1.5_highcorr_082.jpg,82,0.4524598,0.325296124,0.886412125,0.52887676
"lanky young half - orc warrior, realistic style",sd1.5_lowcorr_082.jpg,82,2.423784221,0.450350728,2.968775923,0.684165507
"lanky young half - orc warrior, realistic style",sd1.5_lowstep_082.jpg,82,2.687102292,0.591023703,2.726102068,1.00112242
"lanky young half - orc warrior, realistic style",sd1.5_normal_082.jpg,82,3.00308113,0.370702737,3.059123051,0.863088579
"lanky young half - orc warrior, realistic style",xl2.2_normal_082.jpg,82,3.502054974,0.321079495,3.019153218,0.866760123
"eiffel tower drenched in blood, abstract style",AttnGAN_normal_083.jpg,83,0.763087515,0.701361348,0.560448775,0.629124546
"eiffel tower drenched in blood, abstract style",DALLE2_normal_083.jpg,83,1.368272689,0.666101762,3.291909811,1.032780485
"eiffel tower drenched in blood, abstract style",glide_normal_083.jpg,83,1.388190702,0.342705919,1.435558842,0.236067451
"eiffel tower drenched in blood, abstract style",sd1.5_highcorr_083.jpg,83,2.195092561,0.620702392,3.387308117,0.71568793
"eiffel tower drenched in blood, abstract style",sd1.5_lowcorr_083.jpg,83,2.293266536,0.836387204,2.508900426,0.481758248
"eiffel tower drenched in blood, abstract style",sd1.5_lowstep_083.jpg,83,3.197799919,0.887237802,2.746134145,0.817352845
"eiffel tower drenched in blood, abstract style",sd1.5_normal_083.jpg,83,2.041016527,0.932921526,3.161543067,1.001215529
"eiffel tower drenched in blood, abstract style",xl2.2_normal_083.jpg,83,3.214375205,0.680825826,3.72764949,0.39379
"grumpy minions sitting in a bar, anime style",AttnGAN_normal_085.jpg,85,0.776328629,0.259128152,0.232521964,0.459285357
"grumpy minions sitting in a bar, anime style",DALLE2_normal_085.jpg,85,2.239848985,0.414425311,3.497739298,0.853688125
"grumpy minions sitting in a bar, anime style",glide_normal_085.jpg,85,1.464106675,0.404317808,1.095887156,0.887489974
"grumpy minions sitting in a bar, anime style",midjourney_lowstep_085.jpg,85,2.23273847,0.509239625,2.031562891,1.05913564
"grumpy minions sitting in a bar, anime style",midjourney_normal_085.jpg,85,4.039711731,0.897644529,2.924247568,1.186098851
"grumpy minions sitting in a bar, anime style",sd1.5_highcorr_085.jpg,85,3.150997182,0.940823309,3.387308117,0.31574907
"grumpy minions sitting in a bar, anime style",sd1.5_lowcorr_085.jpg,85,2.912021026,0.329460818,2.589300817,0.847445473
"grumpy minions sitting in a bar, anime style",sd1.5_lowstep_085.jpg,85,0.402281536,0.819661468,0.637168837,0.649431079
"grumpy minions sitting in a bar, anime style",sd1.5_normal_085.jpg,85,3.041723666,0.87738985,2.680048206,1.130166611
"grumpy minions sitting in a bar, anime style",xl2.2_normal_085.jpg,85,3.482963598,0.756091586,3.080096813,1.209459766
"a very drunk person named aaron, sci-fi style",AttnGAN_normal_086.jpg,86,1.161274584,0.716601129,0.767535581,0.797303011
"a very drunk person named aaron, sci-fi style",DALLE2_normal_086.jpg,86,3.773548415,0.934402033,2.982848125,0.889851756
"a very drunk person named aaron, sci-fi style",glide_normal_086.jpg,86,1.075025374,0.679539917,0.720129493,0.496435028
"a very drunk person named aaron, sci-fi style",midjourney_lowstep_086.jpg,86,2.955258155,0.664580461,2.841551967,1.109379733
"a very drunk person named aaron, sci-fi style",midjourney_normal_086.jpg,86,3.9689969,0.179142069,3.715711518,0.467427911
"a very drunk person named aaron, sci-fi style",sd1.5_highcorr_086.jpg,86,1.544809406,0.579673452,2.206100508,0.888704119
"a very drunk person named aaron, sci-fi style",sd1.5_lowcorr_086.jpg,86,2.874527714,0.679680279,2.116910203,0.50741751
"a very drunk person named aaron, sci-fi style",sd1.5_lowstep_086.jpg,86,2.223207403,0.482324333,1.734292996,1.140776424
"a very drunk person named aaron, sci-fi style",sd1.5_normal_086.jpg,86,2.65595515,0.798843897,2.283154863,0.806050454
"a very drunk person named aaron, sci-fi style",xl2.2_normal_086.jpg,86,3.984089334,0.193628665,1.9250157,1.293892309
"a tonalism portrait of a ghost , realistic style",AttnGAN_normal_087.jpg,87,0.965602553,0.285318521,0.659590655,0.816063936
"a tonalism portrait of a ghost , realistic style",DALLE2_normal_087.jpg,87,1.834018423,1.006215574,2.414897168,1.165914841
"a tonalism portrait of a ghost , realistic style",glide_normal_087.jpg,87,1.931518323,0.575500634,1.328117093,0.783684031
"a tonalism portrait of a ghost , realistic style",midjourney_lowstep_087.jpg,87,3.75546628,0.705646043,2.258697793,1.129046792
"a tonalism portrait of a ghost , realistic style",midjourney_normal_087.jpg,87,2.758973195,0.775130189,2.75903949,0.534372539
"a tonalism portrait of a ghost , realistic style",sd1.5_highcorr_087.jpg,87,0.621134369,0.284509809,1.702366115,1.271379617
"a tonalism portrait of a ghost , realistic style",sd1.5_lowcorr_087.jpg,87,2.010516065,0.740772782,2.377248288,0.870247219
"a tonalism portrait of a ghost , realistic style",sd1.5_lowstep_087.jpg,87,2.195092561,0.570442354,2.327098418,1.138633875
"a tonalism portrait of a ghost , realistic style",sd1.5_normal_087.jpg,87,2.831160905,0.632531523,2.991040101,0.542488853
"a tonalism portrait of a ghost , realistic style",xl2.2_normal_087.jpg,87,3.352004521,0.80586692,2.877106534,1.195024311
"a space shuttle flying in space, abstract style",AttnGAN_normal_088.jpg,88,1.22513052,0.413156708,1.02748653,0.685047874
"a space shuttle flying in space, abstract style",DALLE2_normal_088.jpg,88,3.334754679,0.773188707,3.517088733,0.262245683
"a space shuttle flying in space, abstract style",glide_normal_088.jpg,88,1.086342024,0.711934289,2.139899198,1.127248295
"a space shuttle flying in space, abstract style",midjourney_lowstep_088.jpg,88,1.946610757,0.615916575,3.142688856,1.034744675
"a space shuttle flying in space, abstract style",midjourney_normal_088.jpg,88,3.643633817,0.66297103,3.212187972,0.681037795
"a space shuttle flying in space, abstract style",sd1.5_highcorr_088.jpg,88,3.016410807,0.691599545,2.752822796,0.941943519
"a space shuttle flying in space, abstract style",sd1.5_lowcorr_088.jpg,88,2.545997226,0.607744007,2.556888633,0.947716349
"a space shuttle flying in space, abstract style",sd1.5_lowstep_088.jpg,88,2.188089699,0.526953369,2.987495218,0.506771856
"a space shuttle flying in space, abstract style",sd1.5_normal_088.jpg,88,1.933236823,0.31146248,2.092525257,0.609445663
"a space shuttle flying in space, abstract style",xl2.2_normal_088.jpg,88,2.284650629,0.662398361,2.144474319,0.738508841
"a crocodile in a new york sewer, baroque style",AttnGAN_normal_089.jpg,89,0.712802152,0.396698587,0.530848447,0.677700073
"a crocodile in a new york sewer, baroque style",DALLE2_normal_089.jpg,89,3.244560073,0.424047171,2.880053469,0.525186272
"a crocodile in a new york sewer, baroque style",glide_normal_089.jpg,89,0.794277489,0.577755739,1.922359564,0.745929075
"a crocodile in a new york sewer, baroque style",midjourney_lowstep_089.jpg,89,2.023766685,0.533157738,2.936364145,0.936990503
"a crocodile in a new york sewer, baroque style",midjourney_normal_089.jpg,89,3.657064334,0.361576533,3.375908012,0.711484282
"a crocodile in a new york sewer, baroque style",sd1.5_highcorr_089.jpg,89,3.197799919,0.618709339,3.146889346,0.982733537
"a crocodile in a new york sewer, baroque style",sd1.5_lowcorr_089.jpg,89,2.974361596,0.960491703,3.445889779,0.537365214
"a crocodile in a new york sewer, baroque style",sd1.5_lowstep_089.jpg,89,2.630872609,0.689422857,3.033904884,0.78539895
"a crocodile in a new york sewer, baroque style",sd1.5_normal_089.jpg,89,2.792402589,0.36741291,3.001128296,0.579814184
"a crocodile in a new york sewer, baroque style",xl2.2_normal_089.jpg,89,3.145006417,0.881662598,2.829700445,0.845159641
"little girl with a mushroom hat, anime style",AttnGAN_normal_090.jpg,90,1.209411183,0.379049878,0.344259439,0.653426234
"little girl with a mushroom hat, anime style",DALLE2_normal_090.jpg,90,2.254782866,0.430317711,2.740407521,0.542471432
"little girl with a mushroom hat, anime style",glide_normal_090.jpg,90,1.296708731,0.382408553,1.143113339,0.838034727
"little girl with a mushroom hat, anime style",midjourney_lowstep_090.jpg,90,2.788955814,0.716836379,3.506852145,0.628736472
"little girl with a mushroom hat, anime style",midjourney_normal_090.jpg,90,3.806813177,0.645283031,3.601613177,1.341048527
"little girl with a mushroom hat, anime style",sd1.5_highcorr_090.jpg,90,3.906607461,0.738197744,3.720100101,0.865273617
"little girl with a mushroom hat, anime style",sd1.5_lowcorr_090.jpg,90,3.145006417,0.649519132,3.683010044,0.796383471
"little girl with a mushroom hat, anime style",sd1.5_lowstep_090.jpg,90,1.575270793,0.569769455,2.474154779,0.830851533
"little girl with a mushroom hat, anime style",sd1.5_normal_090.jpg,90,3.162256259,0.33223573,3.268206767,0.951977448
"little girl with a mushroom hat, anime style",xl2.2_normal_090.jpg,90,3.188291344,0.656075444,3.665354297,0.279499099
"ufo ignoring the laws of phyics, sci-fi style",AttnGAN_normal_091.jpg,91,0.863588083,0.400213922,0.702583315,0.420071168
"ufo ignoring the laws of phyics, sci-fi style",DALLE2_normal_091.jpg,91,3.369254363,0.875017465,2.723036745,0.894760281
"ufo ignoring the laws of phyics, sci-fi style",glide_normal_091.jpg,91,0.574779956,0.868042726,1.751211925,1.199376722
"ufo ignoring the laws of phyics, sci-fi style",midjourney_lowstep_091.jpg,91,2.326531297,0.870211283,2.719543848,0.79240443
"ufo ignoring the laws of phyics, sci-fi style",midjourney_normal_091.jpg,91,3.344956193,0.837870988,3.485324022,0.565165134
"ufo ignoring the laws of phyics, sci-fi style",sd1.5_highcorr_091.jpg,91,3.43455948,0.569380474,3.609476773,0.73686929
"ufo ignoring the laws of phyics, sci-fi style",sd1.5_lowcorr_091.jpg,91,1.946610757,0.662234932,2.760673748,0.716725644
"ufo ignoring the laws of phyics, sci-fi style",sd1.5_lowstep_091.jpg,91,2.852156791,0.464188588,3.33369641,0.789315051
"ufo ignoring the laws of phyics, sci-fi style",sd1.5_normal_091.jpg,91,2.423784221,0.834796164,2.968775923,0.55618542
"ufo ignoring the laws of phyics, sci-fi style",xl2.2_normal_091.jpg,91,3.662501677,0.745034586,3.659307,0.50748604
"steampunk walter white portrait , realistic style",AttnGAN_normal_092.jpg,92,0.845580156,0.476308659,0.54868215,0.600504075
"steampunk walter white portrait , realistic style",DALLE2_normal_092.jpg,92,2.974361596,0.553719554,2.433914506,1.0900711
"steampunk walter white portrait , realistic style",glide_normal_092.jpg,92,0.91586726,0.714305492,1.118687364,1.239855938
"steampunk walter white portrait , realistic style",midjourney_lowstep_092.jpg,92,3.007007681,0.537773339,3.481534167,0.288748979
"steampunk walter white portrait , realistic style",midjourney_normal_092.jpg,92,3.593502309,0.601946937,3.754119177,0.515938828
"steampunk walter white portrait , realistic style",sd1.5_highcorr_092.jpg,92,3.460260441,0.430027694,3.18210624,0.773456044
"steampunk walter white portrait , realistic style",sd1.5_lowcorr_092.jpg,92,3.263456549,0.258187736,2.988304467,0.527167538
"steampunk walter white portrait , realistic style",sd1.5_lowstep_092.jpg,92,2.991826524,0.643467635,3.075004622,0.754976498
"steampunk walter white portrait , realistic style",sd1.5_normal_092.jpg,92,3.210551263,0.347661639,3.112865772,0.532267172
"steampunk walter white portrait , realistic style",xl2.2_normal_092.jpg,92,3.464427243,0.471391554,3.199772697,0.631785892
"photo of tony danza eating chili, abstract style",AttnGAN_normal_093.jpg,93,1.478164096,0.644720816,0.696883506,0.501431398
"photo of tony danza eating chili, abstract style",DALLE2_normal_093.jpg,93,2.476240979,0.57620571,3.227706657,0.587682229
"photo of tony danza eating chili, abstract style",glide_normal_093.jpg,93,0.986154364,0.43733238,1.050286739,0.483895995
"photo of tony danza eating chili, abstract style",midjourney_lowstep_093.jpg,93,3.116981428,0.903665277,2.702148916,0.711977881
"photo of tony danza eating chili, abstract style",midjourney_normal_093.jpg,93,3.956504603,1.006628303,3.588447963,0.635718282
"photo of tony danza eating chili, abstract style",sd1.5_highcorr_093.jpg,93,2.986543045,0.505309462,2.355533995,0.683890224
"photo of tony danza eating chili, abstract style",sd1.5_lowcorr_093.jpg,93,3.150815738,0.488077234,2.330703444,0.989466456
"photo of tony danza eating chili, abstract style",sd1.5_lowstep_093.jpg,93,2.351513684,0.66449215,2.154163679,0.826343689
"photo of tony danza eating chili, abstract style",sd1.5_normal_093.jpg,93,2.776844014,0.98511615,2.7906625,0.871787195
"photo of tony danza eating chili, abstract style",xl2.2_normal_093.jpg,93,3.531316317,0.495127609,2.820363609,0.600809989
"moon sea with stars and galaxies, anime style",AttnGAN_normal_095.jpg,95,1.020469898,0.531171361,0.422156431,0.494782666
"moon sea with stars and galaxies, anime style",DALLE2_normal_095.jpg,95,3.048428469,0.787819464,3.52538037,0.737317353
"moon sea with stars and galaxies, anime style",glide_normal_095.jpg,95,0.641923698,0.556188949,1.461634192,1.012561195
"moon sea with stars and galaxies, anime style",midjourney_lowstep_095.jpg,95,3.074195478,0.522327485,3.470274726,0.471474378
"moon sea with stars and galaxies, anime style",midjourney_normal_095.jpg,95,3.572719808,0.510375084,3.615310202,0.663759053
"moon sea with stars and galaxies, anime style",sd1.5_highcorr_095.jpg,95,3.124885569,0.378838377,3.114500264,0.940548081
"moon sea with stars and galaxies, anime style",sd1.5_lowcorr_095.jpg,95,2.903508628,0.764851076,3.469682644,0.741319952
"moon sea with stars and galaxies, anime style",sd1.5_lowstep_095.jpg,95,3.145505394,0.757041718,3.080115584,0.815425236
"moon sea with stars and galaxies, anime style",sd1.5_normal_095.jpg,95,2.92075847,0.63431255,3.173394589,0.391492563
"moon sea with stars and galaxies, anime style",xl2.2_normal_095.jpg,95,2.912636241,0.880256397,3.325002769,0.270443062
"meme about making peanut butter , sci-fi style",AttnGAN_normal_096.jpg,96,1.295323696,0.523710839,0.547283561,0.799152537
"meme about making peanut butter , sci-fi style",DALLE2_normal_096.jpg,96,1.956105243,0.596717738,2.36794927,0.824680526
"meme about making peanut butter , sci-fi style",glide_normal_096.jpg,96,1.597692094,0.289039018,0.803624615,0.509314803
"meme about making peanut butter , sci-fi style",midjourney_lowstep_096.jpg,96,1.311956077,0.510626694,2.061283155,0.951227111
"meme about making peanut butter , sci-fi style",midjourney_normal_096.jpg,96,2.603550033,0.605285554,2.958190852,0.76347272
"meme about making peanut butter , sci-fi style",sd1.5_highcorr_096.jpg,96,0.293108755,0.338753948,0.361194066,0.363500637
"meme about making peanut butter , sci-fi style",sd1.5_lowcorr_096.jpg,96,2.419055559,0.735275052,1.585786942,1.426458895
"meme about making peanut butter , sci-fi style",sd1.5_lowstep_096.jpg,96,0.4524598,0.288546154,0.40889324,0.470122453
"meme about making peanut butter , sci-fi style",sd1.5_normal_096.jpg,96,0.437367366,0.149301214,0.396955268,0.491120719
"meme about making peanut butter , sci-fi style",xl2.2_normal_096.jpg,96,3.345173159,0.457768405,2.397337086,1.311560971
"donald trump playing in the rain, realistic style",AttnGAN_normal_097.jpg,97,0.895799678,0.396296943,0.170445589,0.476335408
"donald trump playing in the rain, realistic style",glide_normal_097.jpg,97,0.663293231,0.81142886,0.047005435,0.457883741
"donald trump playing in the rain, realistic style",midjourney_lowstep_097.jpg,97,2.86026573,0.471702186,2.628994077,0.783695298
"donald trump playing in the rain, realistic style",midjourney_normal_097.jpg,97,3.643633817,0.435575717,2.740407521,0.764291983
"donald trump playing in the rain, realistic style",sd1.5_highcorr_097.jpg,97,2.432406235,0.492548024,2.848458594,0.549211296
"donald trump playing in the rain, realistic style",sd1.5_lowcorr_097.jpg,97,2.351513684,0.454838935,2.794145879,0.775762641
"donald trump playing in the rain, realistic style",sd1.5_lowstep_097.jpg,97,3.207226865,0.591369715,2.395499044,0.621791439
"donald trump playing in the rain, realistic style",sd1.5_normal_097.jpg,97,2.646335983,0.386111938,2.458299452,1.147638213
"donald trump playing in the rain, realistic style",xl2.2_normal_097.jpg,97,2.509487485,0.655945537,2.719543848,0.552042948
"cute fox in suit dancing in club, abstract style",AttnGAN_normal_098.jpg,98,0.820802133,0.313167937,0.970817724,0.37635206
"cute fox in suit dancing in club, abstract style",DALLE2_normal_098.jpg,98,2.120377936,0.544950258,3.001128296,0.685550494
"cute fox in suit dancing in club, abstract style",glide_normal_098.jpg,98,1.419805428,0.203738096,1.714558588,0.5811903
"cute fox in suit dancing in club, abstract style",midjourney_lowstep_098.jpg,98,2.989757839,0.762224664,3.635603955,0.302534464
"cute fox in suit dancing in club, abstract style",midjourney_normal_098.jpg,98,3.195617381,0.653234111,3.187357422,0.71459478
"cute fox in suit dancing in club, abstract style",sd1.5_highcorr_098.jpg,98,1.971039124,0.484404746,2.54176312,0.721839723
"cute fox in suit dancing in club, abstract style",sd1.5_lowcorr_098.jpg,98,2.746169865,0.433195486,2.37295214,0.805978198
"cute fox in suit dancing in club, abstract style",sd1.5_lowstep_098.jpg,98,2.006980492,0.470267792,2.37865864,0.864523692
"cute fox in suit dancing in club, abstract style",sd1.5_normal_098.jpg,98,2.939794687,0.87395685,3.080096813,0.993227993
"cute fox in suit dancing in club, abstract style",xl2.2_normal_098.jpg,98,3.374329815,0.973526158,3.358399036,1.187163793
"brain floating out of a portrait, baroque style",AttnGAN_normal_099.jpg,99,0.8493261,0.379767394,0.544081163,0.277659336
"brain floating out of a portrait, baroque style",DALLE2_normal_099.jpg,99,2.657997659,0.386321661,3.274264347,0.729044868
"brain floating out of a portrait, baroque style",glide_normal_099.jpg,99,0.67179146,0.441228524,0.753963515,0.458253475
"brain floating out of a portrait, baroque style",midjourney_lowstep_099.jpg,99,2.096690615,0.259116902,2.247297688,0.774708041
"brain floating out of a portrait, baroque style",midjourney_normal_099.jpg,99,3.510122043,0.399517644,3.235946058,0.764939553
"brain floating out of a portrait, baroque style",sd1.5_highcorr_099.jpg,99,3.316649193,1.072846962,2.994768272,0.743330074
"brain floating out of a portrait, baroque style",sd1.5_lowcorr_099.jpg,99,3.576252467,0.405010629,3.256355245,0.608079723
"brain floating out of a portrait, baroque style",sd1.5_lowstep_099.jpg,99,3.386504205,0.452204115,2.604521523,0.981659527
"brain floating out of a portrait, baroque style",sd1.5_normal_099.jpg,99,2.942711395,0.621080958,2.15183717,0.756594916
"brain floating out of a portrait, baroque style",xl2.2_normal_099.jpg,99,3.307841757,0.752518437,2.706378634,1.204093369
"a small garden buzzing with bees, anime style",AttnGAN_normal_100.jpg,100,1.178897031,0.633309209,1.02123126,0.925723273
"a small garden buzzing with bees, anime style",DALLE2_normal_100.jpg,100,2.248459435,0.501948358,3.274006549,0.23328333
"a small garden buzzing with bees, anime style",glide_normal_100.jpg,100,1.358005834,0.806326564,1.411682898,0.815104534
"a small garden buzzing with bees, anime style",midjourney_lowstep_100.jpg,100,1.295323696,0.714997482,2.219265721,0.91839975
"a small garden buzzing with bees, anime style",midjourney_normal_100.jpg,100,3.903999466,0.762064063,3.611900911,0.796702028
"a small garden buzzing with bees, anime style",sd1.5_highcorr_100.jpg,100,2.410204999,0.387821818,2.47896401,0.805884317
"a small garden buzzing with bees, anime style",sd1.5_lowcorr_100.jpg,100,3.138913035,0.53338824,2.736797804,0.966829773
"a small garden buzzing with bees, anime style",sd1.5_lowstep_100.jpg,100,3.091620808,0.641526015,3.009178553,0.621283601
"a small garden buzzing with bees, anime style",sd1.5_normal_100.jpg,100,2.701159713,0.700532236,3.489909055,0.402954605
"a small garden buzzing with bees, anime style",xl2.2_normal_100.jpg,100,3.135881857,0.304981488,3.882612824,0.399310051
"a man playing an invisible cello, sci-fi style",AttnGAN_normal_101.jpg,101,0.829617037,0.668279123,0.994900832,0.744714303
"a man playing an invisible cello, sci-fi style",DALLE2_normal_101.jpg,101,2.731907882,0.45636461,2.202257515,0.988189209
"a man playing an invisible cello, sci-fi style",glide_normal_101.jpg,101,0.0,0.201756042,0.190499441,0.154827399
"a man playing an invisible cello, sci-fi style",midjourney_lowstep_101.jpg,101,3.143483028,0.82549973,2.768398323,0.798830013
"a man playing an invisible cello, sci-fi style",midjourney_normal_101.jpg,101,3.740283654,0.730270465,3.167161119,0.826453571
"a man playing an invisible cello, sci-fi style",sd1.5_highcorr_101.jpg,101,2.308829171,0.515926101,2.796487664,0.481584786
"a man playing an invisible cello, sci-fi style",sd1.5_lowcorr_101.jpg,101,3.374371279,1.006049033,2.390413502,0.421096661
"a man playing an invisible cello, sci-fi style",sd1.5_lowstep_101.jpg,101,2.588700346,0.635772991,2.076296124,0.791971763
"a man playing an invisible cello, sci-fi style",sd1.5_normal_101.jpg,101,2.542752246,0.542004527,2.969682911,0.81350221
"a man playing an invisible cello, sci-fi style",xl2.2_normal_101.jpg,101,2.747600946,0.704339701,3.013543571,0.876285197
"a grand stag in a fantasy forest, realistic style",AttnGAN_normal_102.jpg,102,0.799027902,0.749671265,1.087526681,1.192546223
"a grand stag in a fantasy forest, realistic style",DALLE2_normal_102.jpg,102,3.352004521,0.898085543,3.374870467,0.48128529
"a grand stag in a fantasy forest, realistic style",glide_normal_102.jpg,102,0.223775025,0.263707727,0.431166364,0.344089767
"a grand stag in a fantasy forest, realistic style",midjourney_lowstep_102.jpg,102,2.73141732,0.645471592,3.345634382,0.506887645
"a grand stag in a fantasy forest, realistic style",midjourney_normal_102.jpg,102,4.162747096,0.794430273,3.718564611,0.481717094
"a grand stag in a fantasy forest, realistic style",sd1.5_highcorr_102.jpg,102,3.305628811,0.421683211,3.18210624,0.754461624
"a grand stag in a fantasy forest, realistic style",sd1.5_lowcorr_102.jpg,102,2.761602188,0.618467558,2.509976334,0.722559049
"a grand stag in a fantasy forest, realistic style",sd1.5_lowstep_102.jpg,102,3.361858495,0.420831429,3.353107804,0.498555214
"a grand stag in a fantasy forest, realistic style",sd1.5_normal_102.jpg,102,3.490003257,0.797304639,3.374870467,0.58025695
"a grand stag in a fantasy forest, realistic style",xl2.2_normal_102.jpg,102,3.244560073,0.761877701,2.963619274,0.902192059
"a giant rock floating in the air, abstract style",AttnGAN_normal_103.jpg,103,0.929924681,0.291859613,0.78808434,0.688698947
"a giant rock floating in the air, abstract style",DALLE2_normal_103.jpg,103,3.162256259,0.78356873,3.1259885,0.681765755
"a giant rock floating in the air, abstract style",glide_normal_103.jpg,103,0.45479692,0.254632895,1.721981963,0.869123171
"a giant rock floating in the air, abstract style",midjourney_lowstep_103.jpg,103,1.48681785,0.697328904,3.158021435,0.530670701
"a giant rock floating in the air, abstract style",midjourney_normal_103.jpg,103,2.821971923,0.417819862,3.548579908,0.575292504
"a giant rock floating in the air, abstract style",sd1.5_highcorr_103.jpg,103,1.590623463,0.378844548,2.133296646,0.438013678
"a giant rock floating in the air, abstract style",sd1.5_lowcorr_103.jpg,103,3.257944615,0.674756139,2.785369917,0.891633127
"a giant rock floating in the air, abstract style",sd1.5_lowstep_103.jpg,103,0.676891105,0.549546942,1.460690493,1.059285728
"a giant rock floating in the air, abstract style",sd1.5_normal_103.jpg,103,2.716324886,0.355940919,1.841449895,0.700515704
"a giant rock floating in the air, abstract style",xl2.2_normal_103.jpg,103,2.803217798,0.610697304,3.482467199,0.523919182
"a biomechanical cybertronic frog, baroque style",AttnGAN_normal_104.jpg,104,0.784493346,0.291900877,0.468583101,0.617734883
"a biomechanical cybertronic frog, baroque style",DALLE2_normal_104.jpg,104,2.686140018,0.601714702,3.154626828,0.590882101
"a biomechanical cybertronic frog, baroque style",glide_normal_104.jpg,104,1.632795725,0.294272108,2.178897063,0.514063738
"a biomechanical cybertronic frog, baroque style",midjourney_lowstep_104.jpg,104,2.505030811,0.568262633,3.178502772,0.485423712
"a biomechanical cybertronic frog, baroque style",midjourney_normal_104.jpg,104,3.662501677,0.731596219,3.635603955,0.635935866
"a biomechanical cybertronic frog, baroque style",sd1.5_highcorr_104.jpg,104,2.852156791,0.549321673,3.214316689,0.706774038
"a biomechanical cybertronic frog, baroque style",sd1.5_lowcorr_104.jpg,104,3.430745058,0.347061602,3.433697306,0.485876913
"a biomechanical cybertronic frog, baroque style",sd1.5_lowstep_104.jpg,104,3.524162768,0.494729729,3.410832372,0.642517547
"a biomechanical cybertronic frog, baroque style",sd1.5_normal_104.jpg,104,2.804002459,1.111505684,3.358399036,0.642459183
"a biomechanical cybertronic frog, baroque style",xl2.2_normal_104.jpg,104,3.714251203,0.771773493,3.671158522,0.645354468
"a 2 d guitarist character design, anime style",AttnGAN_normal_105.jpg,105,1.045837986,0.595915999,0.85008348,0.864606757
"a 2 d guitarist character design, anime style",DALLE2_normal_105.jpg,105,2.172997265,0.395706045,3.465014103,0.71877828
"a 2 d guitarist character design, anime style",glide_normal_105.jpg,105,1.012573225,0.740208205,1.245039896,1.394164653
"a 2 d guitarist character design, anime style",midjourney_lowstep_105.jpg,105,2.218274567,0.553147202,3.488890048,0.81214521
"a 2 d guitarist character design, anime style",midjourney_normal_105.jpg,105,3.830080588,0.74148655,3.94578118,0.776964725
"a 2 d guitarist character design, anime style",sd1.5_highcorr_105.jpg,105,2.974361596,0.400070054,3.189847843,0.631605647
"a 2 d guitarist character design, anime style",sd1.5_lowcorr_105.jpg,105,2.328729662,0.663795793,3.013304279,0.641144209
"a 2 d guitarist character design, anime style",sd1.5_lowstep_105.jpg,105,2.368763526,0.50945286,3.031176323,0.661724763
"a 2 d guitarist character design, anime style",sd1.5_normal_105.jpg,105,2.736106345,0.843901463,3.180285613,0.366844283
"a 2 d guitarist character design, anime style",xl2.2_normal_105.jpg,105,3.214005785,0.764594543,3.410425033,0.645156978
