prompt,image_name,index,quality_score,std_quality,mos_align,std_align,generated_answer
castle from howl's sticker,AttnGAN_normal_053.jpg,53,1.084556311,0.326742089,0.845084862,0.442218359,"A grayscale close-up displays abstract, fused rock-like formations on a textured surface. The subject features malformed shapes forming an incoherent and warped geometric structure. Textures appear flat and smeared with weak overall edge definition."
castle from howl's sticker,DALLE2_normal_053.jpg,53,2.405953874,0.643446948,2.919903841,1.108147358,A frontal-view cartoon castle sticker on a plain white background. The castle structure is recognizable but features inconsistent windows and misspelled text. Flat colors show minimal texture while edges remain mostly sharp.
castle from howl's sticker,glide_normal_053.jpg,53,1.012573225,0.744960462,0.981735619,0.592176071,An abstract character in a hat is centered on a yellow background. The figure lacks a face and contains illegible text on its chest. Edges show heavy aliasing and the image appears low-resolution.
castle from howl's sticker,midjourney_lowstep_053.jpg,53,1.696019687,0.87769098,2.841551967,0.632415009,"A blurry gothic castle illustration centered within a white sticker border. The castle structure is heavily obscured by blur, lacking clear architectural definition. Extreme oversmoothing eliminates all fine textures and sharp edge boundaries."
castle from howl's sticker,midjourney_normal_053.jpg,53,3.307841757,0.910429463,4.115056517,0.379821074,A circular sticker illustration features a castle on a hill at sunset. The castle subject is structurally stable and fully recognizable as architecture. Global textures and edges show no dominant local artifact.
castle from howl's sticker,sd1.5_highcorr_053.jpg,53,2.803217798,1.340229125,3.470274726,0.349137299,A digital castle illustration on a sticker resting on a laptop keyboard. The castle structure displays minor geometric distortions in tower connections and window alignment. Textures show subtle oversmoothing and softened detail definition.
castle from howl's sticker,sd1.5_lowcorr_053.jpg,53,3.307841757,0.791820938,3.50945668,0.85249769,A sketched castle drawing lies on a wooden desk next to an ink pad. The subject shows warped building geometry and irregularly spaced window details. Ink pad text is illegible pseudo-characters with softened boundaries.
castle from howl's sticker,sd1.5_lowstep_053.jpg,53,3.973136983,0.652712499,3.943908737,0.406662073,A circular sticker depicting a fantasy castle sits on a textured wood background. The castle structure displays warped geometry and semantically confusing architectural details. Shading patterns show repetitive pseudo-detailing across the illustrated surfaces.
castle from howl's sticker,sd1.5_normal_053.jpg,53,2.817259418,0.861971668,3.315612856,1.217579403,A cartoon castle sticker is centered on a grey textured field. The subject displays warped tower geometry and unreadable roof decorations. Edges show slight aliasing and surfaces lack fine textural detail.
castle from howl's sticker,xl2.2_normal_053.jpg,53,3.700231162,0.590692769,3.480852014,0.811836447,A hand holds a circular sticker featuring a vector-style castle drawing. The primary subjects remain recognizable despite subtle simplifications in hand anatomy. Image exhibits waxy surface rendering and significant background blurring.
a small ocean full of life,AttnGAN_normal_055.jpg,55,1.161804194,0.315363014,0.504397017,0.663185181,A distorted abstract interior scene shows malformed furniture and organic blobs. The scene's geometry is incoherent with fused objects and broken spatial layout. Heavy blur and waxy textures obscure fine details and edges.
a small ocean full of life,DALLE2_normal_055.jpg,55,3.001476926,0.585732885,2.963882471,0.873890113,A high-angle shot shows seaweed-covered rocks submerged in clear water. The organic structures are visually coherent but lack distinct anatomical detail. Widespread oversmoothing creates flat textures and softens all visible edges.
a small ocean full of life,glide_normal_055.jpg,55,1.614577211,0.44124668,3.082998995,0.85463265,"A school of colorful fish swims in a blue aquatic environment. Individual fish show blurred forms and fused, indistinct body parts. Global oversmoothing eliminates textures and sharp edges."
a small ocean full of life,midjourney_lowstep_055.jpg,55,1.977251303,0.697641955,1.495178959,1.12967246,"A soft-focus, low-angle view of ocean waves beneath a cloudy sky. The wave forms are poorly defined and lack coherent structural integrity. Heavy global blur and oversmoothing eliminate most fine surface details."
a small ocean full of life,midjourney_normal_055.jpg,55,3.502054974,0.668823758,3.080115584,1.037816116,A split-level underwater shot captures a coral reef under a bright sunlit sky. The reef and surface are readable but exhibit softened forms and fused textures. Image shows waxy textures and mild background melting.
a small ocean full of life,sd1.5_highcorr_055.jpg,55,3.39100366,0.341050285,3.720100101,0.5539138,A large striped fish rests on a rocky reef among smaller colorful fish. The central subject displays malformed anatomy with unnatural markings and distorted proportions. Surfaces show waxy textures and lack fine edge definition.
a small ocean full of life,sd1.5_lowcorr_055.jpg,55,3.386504205,0.491298606,3.813376788,0.51800485,A colorful digital painting shows various fish swimming over a vibrant coral reef. Marine creatures exhibit malformed anatomy and fused boundaries with the surrounding rocks. Textures appear waxy and oversmoothed with inconsistent edge definition.
a small ocean full of life,sd1.5_lowstep_055.jpg,55,3.108253189,0.953067966,3.167161119,1.166571625,A close-up view shows colorful coral formations on a rocky seabed. The subject structures are recognizable but suffer from local fusion and soft boundaries. Global oversmoothing creates waxy textures and reduces fine detail clarity.
a small ocean full of life,sd1.5_normal_055.jpg,55,2.058266369,0.644567027,2.711185223,0.844196893,"A digital painting shows colorful, stylized fish in swirling blue water. The creatures possess simplified, blob-like forms with ambiguous anatomy and distorted fins. Textures are overly smooth with repetitive patterns and softened edges."
a small ocean full of life,xl2.2_normal_055.jpg,55,2.654631009,1.150592532,3.247078147,0.973165871,A digital painting depicts stylized coral on a beach under a vibrant sunset sky. Foreground subjects are structurally coherent and semantically clear without visible deformations. Global textures exhibit slight waxiness and inconsistent background detail.
survival in a winter forest,AttnGAN_normal_056.jpg,56,1.391281461,0.563978653,0.922047832,0.470764946,"A close-up of a dense, vertically textured forest scene in a painterly style. Foliage and bark structures merge into a visually confusing, smeared organic mass. Heavy blur and flat textures obscure fine details across the frame."
survival in a winter forest,DALLE2_normal_056.jpg,56,3.124885569,0.877463741,2.666882993,1.012379564,A photorealistic image shows a fallen tree trunk lying in snow. The subject's branching structure is distorted with fused and illogical limbs. Textures appear waxy with softened boundaries and weak fine detail.
survival in a winter forest,glide_normal_056.jpg,56,1.385522531,0.561263015,1.952687802,0.76933614,"A dark, blurry image shows a snowy forest with indistinct vertical tree forms. Tree structures are heavily distorted by blur, lacking clear trunks or geometry. Extreme oversmoothing eliminates fine textures and creates a melted appearance."
survival in a winter forest,midjourney_lowstep_056.jpg,56,2.545997226,0.683068683,3.135757257,0.486667254,A blurry image shows a person by a tent in a snowy forest. The subject forms are recognizable silhouettes but lack coherent internal structure. Heavy global oversmoothing destroys texture and blurs all boundaries.
survival in a winter forest,midjourney_normal_056.jpg,56,3.686651939,0.714138926,3.302738591,0.830557787,A tent rests in a misty snowy forest beside a woodpile. The main subject is structurally stable despite minor fusion in the logs. Foreground snow exhibits unnatural lumpiness and softened edge definition.
survival in a winter forest,sd1.5_highcorr_056.jpg,56,3.21681531,0.92789275,2.543646764,1.024202385,A low-angle view of snow-laden evergreen and bare trees in a misty landscape. Tree structures are stable but show fused branch textures and messy foliage. Waxy textures and soft focus obscure fine details and surface variations.
survival in a winter forest,sd1.5_lowcorr_056.jpg,56,3.214375205,0.765754419,3.082998995,0.521207011,A photorealistic image depicts a snowy forest with tall vertical tree trunks. Foreground shrubs show distorted wiry structures while tree trunks remain largely stable. Ground textures appear flat and bark exhibits repetitive pseudo-detail.
survival in a winter forest,sd1.5_lowstep_056.jpg,56,3.524162768,0.536099116,3.274264347,0.525660182,A low-angle shot depicts tall trees in a snowy forest under diffuse light. Vertical tree structures remain stable despite some unnatural bark textures and markings. Distant regions soften while surfaces exhibit mild flatness and repetitive texturing.
survival in a winter forest,sd1.5_normal_056.jpg,56,3.361858495,0.581168107,3.387308117,0.765519336,A photorealistic winter scene shows a dark tent within a snowy forest. The tent is structurally basic and background branches exhibit slight fusion. Subtle noise and softened contours degrade local texture clarity.
survival in a winter forest,xl2.2_normal_056.jpg,56,3.373697126,0.448106458,2.921613433,0.960725472,"A campfire burns in a snowy forest beside a flowing stream. The fire's log structure is stable, though snow mounds show slight geometric softness. Background trees exhibit repetitive texture patterns and softened edge definition."
sartre hugging a sad alien,AttnGAN_normal_057.jpg,57,1.112367509,0.758240123,0.652605272,1.333069062,A heavily blurred grey tabby cat stands on a wooden floor. The subject is structurally melted with fused limbs and a warped torso. Global blur and smeared textures obscure all fine details.
sartre hugging a sad alien,DALLE2_normal_057.jpg,57,1.829599618,0.388165887,3.432908534,0.593375157,"A monochrome cartoon sketch depicts a man with glasses hugging an alien. Subjects show distorted facial anatomy, malformed hands, and illegible bubble text. Shading exhibits a waxy texture with softened edges and weak detail."
sartre hugging a sad alien,glide_normal_057.jpg,57,0.0,1.012662656,0.293474693,0.479069102,"A faint, unidentifiable shape sits at the center of a dark void. The subject lacks any coherent structure or readable semantic information. Extreme underexposure eliminates all texture and edge definition from the scene."
sartre hugging a sad alien,midjourney_lowstep_057.jpg,57,3.031344688,0.512054623,3.609476773,0.409428947,A man hugs a large alien-like creature in a monochrome indoor scene. The subjects' anatomy is coherent despite smoothed facial features and fused hand details. Global oversmoothing flattens textures and softens edges throughout the composition.
sartre hugging a sad alien,midjourney_normal_057.jpg,57,4.143844218,0.404732706,3.726316663,0.605461695,"A sepia photo shows a suited man holding a wrinkled alien indoors. The man's face and glasses exhibit visible warping and inconsistent geometry. Soft focus, waxy textures, and blurred background details affect clarity."
sartre hugging a sad alien,sd1.5_highcorr_057.jpg,57,2.628129896,0.359560217,1.734770243,1.110217995,A black-and-white close-up shows two men in suits hugging against a dark background. Facial structures are distorted with malformed noses and unnatural features at the contact. Textures exhibit noise and softened fabric details with inconsistent sharpness.
sartre hugging a sad alien,sd1.5_lowcorr_057.jpg,57,2.765509892,0.497543111,1.62084518,1.122546083,A black-and-white photograph captures three people in an indoor setting. Facial features and hand anatomy appear significantly distorted and structurally unstable. Heavy grain and softened edges reduce overall detail clarity.
sartre hugging a sad alien,sd1.5_lowstep_057.jpg,57,2.671047584,0.671895488,2.056333393,1.069018893,"A black-and-white photograph depicts a man in a suit embracing another figure. The subject's hands appear malformed and fused with the clothing, lacking natural anatomy. Textures exhibit a waxy, oversmoothed appearance with softened edge definition."
sartre hugging a sad alien,sd1.5_normal_057.jpg,57,2.420011295,0.705383824,1.631692057,0.612355424,A high-contrast monochrome photograph displays three people in an intimate grouping. Subjects display significant facial distortion and anatomically implausible hand positioning. Perceptual quality is degraded by heavy grain and flattened surface textures.
sartre hugging a sad alien,xl2.2_normal_057.jpg,57,2.897963605,0.481181578,2.78310259,0.585748437,A black-and-white studio portrait shows an older man hugging a doll. The man's hands are severely malformed with fused fingers and inconsistent anatomy. Surfaces show mild waxiness and softened detail definition.
hairy man in eagle costume,AttnGAN_normal_058.jpg,58,1.000336846,0.358423691,0.69188714,0.358839142,A distorted stylized figure stands in a blurry environment with railings. The subject exhibits severe structural fusion and overlapping facial features. Heavy global blur flattens all textural details.
hairy man in eagle costume,glide_normal_058.jpg,58,0.712802152,0.422377358,1.02066036,0.639804694,A blurry red and black abstract creature faces forward on a plain background. The subject shows a malformed central eye and indistinct facial geometry with fused strands. Oversmoothing flattens textures and softens all visible edges.
hairy man in eagle costume,midjourney_lowstep_058.jpg,58,2.692443672,0.731774351,2.732709062,0.911978817,"A close-up portrait shows a man's face framed by shaggy yellow fur. The face is clear, but the surrounding fur and beard are heavily smeared. Heavy oversmoothing and waxy textures obscure fine details across the frame."
hairy man in eagle costume,midjourney_normal_058.jpg,58,3.98539484,0.696850244,3.926135571,0.399518422,A photorealistic profile portrait shows an elderly man in a feathered coat. The subject is stable despite a distorted nose and a fused oval object. Dense textures exhibit subtle repetition and softened boundaries.
hairy man in eagle costume,sd1.5_highcorr_058.jpg,58,3.136939761,0.508817674,3.58110989,0.417471873,"A studio portrait shows a bearded man in a feathered bird costume. The face is clear, while the arm anatomy and feather boundaries appear distorted. Skin textures show waxy oversmoothing and edges lack definition."
hairy man in eagle costume,sd1.5_lowcorr_058.jpg,58,2.888789697,0.540522204,3.275195155,0.476954865,A bearded man wears an oversized feathered coat on a paved street. The subject's hands and lower garment exhibit severe structural fusion and distortion. Textures appear waxy with softened details and inconsistent edge definition.
hairy man in eagle costume,sd1.5_lowstep_058.jpg,58,0.580131327,0.784437885,0.757926983,0.490602063,A heavily blurred image shows a human figure in a green outdoor setting. The subject's form is vague and lacks discernible anatomical structure. Extreme smoothing eliminates all local texture and sharp boundaries.
hairy man in eagle costume,sd1.5_normal_058.jpg,58,3.093256891,0.530696941,3.078582412,0.613214407,A side-profile portrait depicts a man with extreme hair density on his head and torso. Head hair forms a fused cap-like structure with an implausible forehead boundary. Skin appears waxy and hair edges lack sharp definition.
hairy man in eagle costume,xl2.2_normal_058.jpg,58,0.712778692,0.756830043,0.826793192,0.634644364,"A blurred human figure stands centered against a bright, indistinct background. Extreme blur makes the subject's structure and anatomical details completely illegible. Severe oversmoothing removes all texture and edge definition."
barak obama as master chief,AttnGAN_normal_059.jpg,59,0.753539821,0.355756524,0.441791736,0.296513671,A group of people in white shirts sits on a grassy field. The subjects exhibit severe structural distortion with multiple faces and fused limbs. Global blur and waxy textures obscure all fine details.
barak obama as master chief,glide_normal_059.jpg,59,0.635396352,0.176931204,0.288039227,0.211923591,A blurry monochrome image shows a vertical list of illegible text symbols. The tabular layout is coherent but character forms are malformed and illegible. Heavy compression artifacts and blur degrade overall sharpness and detail.
barak obama as master chief,midjourney_lowstep_059.jpg,59,3.407636041,0.597186436,3.627943604,0.89618239,"A digital portrait features a man in green armor against a blurred background. The subject's face is coherent, while the armor geometry is distorted and imprecise. Heavy smoothing flattens textures and softens every edge."
barak obama as master chief,midjourney_normal_059.jpg,59,3.208047473,0.533691262,2.890691628,1.046454853,A digital portrait shows Master Chief in green armor against a smoky background. Facial features within the helmet show slight misalignment and structural issues. Global oversmoothing creates waxy textures and softens edges everywhere.
barak obama as master chief,sd1.5_highcorr_059.jpg,59,3.837774272,0.264782207,3.895028099,0.451062094,A digital illustration shows a man in tactical armor against a stylized flag. The subject's face and gear exhibit subtle asymmetries and ambiguous connections. Skin textures appear waxy and background elements show slight melting distortion.
barak obama as master chief,sd1.5_lowcorr_059.jpg,59,3.27751397,0.286821834,3.626710307,0.419388643,A digital portrait shows a man in futuristic armor against a hazy sky. The subject's face is coherent but armor parts show geometric fusion and pseudo-details. Image exhibits waxy skin textures and softened edges.
barak obama as master chief,sd1.5_lowstep_059.jpg,59,2.782759734,0.481363463,3.173394589,0.735349604,A digital image depicts a man in green armor against a sci-fi scene. The subject is structurally readable despite some fusion in the armored gloves. Textures appear uniformly waxy and oversmoothed with softened global edges.
barak obama as master chief,sd1.5_normal_059.jpg,59,2.926215464,0.344658378,3.158021435,0.807738085,A digital portrait shows a man in green sci-fi armor holding a rifle. The weapon and hand are structurally malformed with poor geometric clarity. Textures are waxy and oversmoothed with inconsistent lighting across surfaces.
barak obama as master chief,xl2.2_normal_059.jpg,59,3.835000098,0.704624045,3.5526433,0.418555939,A stylized digital painting shows a man in a space helmet and suit. The face is coherent while the helmet displays nonsensical symbolic text. Surfaces exhibit waxy smoothing and lack high-frequency textural detail.
"artwork with only triangles, anime style",AttnGAN_normal_060.jpg,60,0.919776796,0.719282241,0.850496237,0.842552058,"A close-up abstract image shows a distorted organic form on a soft background. The subject's structure is severely warped and fused, lacking semantic readability. Waxy textures and soft edges obscure details throughout."
"artwork with only triangles, anime style",DALLE2_normal_060.jpg,60,2.817259418,1.041876621,1.715657358,0.612244778,A centered low-poly geometric fox head logo on a plain blue background. The subject maintains a coherent faceted structure while the text appears crudely formed. Minor stray marks and aliasing are visible along the outer contours.
"artwork with only triangles, anime style",glide_normal_060.jpg,60,1.063255848,0.447317489,1.507286544,0.988836031,Abstract black lines form irregular polygonal shapes on a white background. The geometric structure is coherent but lacks clear semantic readability. Line edges exhibit noticeable aliasing and jagged pixelation.
"artwork with only triangles, anime style",midjourney_lowstep_060.jpg,60,2.852156791,0.682305992,2.689045915,0.607658595,"A soft digital painting shows a stylized face against a dark background. Facial features are clear, but hair is jagged and the neck is blurred. Oversmoothing and color bleeding soften edges and texture."
"artwork with only triangles, anime style",midjourney_normal_060.jpg,60,3.523701266,0.593471822,2.846322945,1.150749691,A vibrant low-poly portrait of a woman's face in a hexagonal frame. Facial anatomy stays structurally stable and readable despite heavy geometric simplification. Polygonal edges appear sharp without noticeable blur or compression artifacts.
"artwork with only triangles, anime style",sd1.5_highcorr_060.jpg,60,2.120377936,0.706087249,1.709939693,0.84991724,A centered geometric portrait of a stylized human face on a solid background. The facial structure is coherent and recognizable despite the abstract polygonal fragmentation. Sharp edges and flat textures show no dominant local artifact.
"artwork with only triangles, anime style",sd1.5_lowcorr_060.jpg,60,2.927618961,0.354531201,2.927805358,0.816263213,A close-up anime portrait of a dark-haired girl with red eyes. Unnatural facial lines and fused anatomy compromise the subject's structural stability. Sharp polygonal fragmentation disrupts textures and edges across the global view.
"artwork with only triangles, anime style",sd1.5_lowstep_060.jpg,60,2.792402589,0.455431566,1.970660469,0.638320618,"A digital illustration of an anime girl against a purple background. The face is stable, while hand structures and hair strands appear malformed. Surfaces show mild waxiness and softened fine details."
"artwork with only triangles, anime style",sd1.5_normal_060.jpg,60,3.162256259,0.734972763,2.651927612,1.295763077,A monochrome sketch shows a close-up of an anime girl's face. The face and clothing exhibit unnatural geometric fragmentation and angular distortion. Shading is soft with inconsistent line weight and slightly flat textures.
"artwork with only triangles, anime style",xl2.2_normal_060.jpg,60,3.568964411,0.486342725,1.759600793,0.674568896,"An anime portrait of a young man with reddish hair against a soft background. Facial features are stable, while neck and garment areas show subtle distortions. Textures appear smooth with artificial highlights and inconsistent local color values."
"a yellow rendition of venom, sci-fi style",AttnGAN_normal_061.jpg,61,0.678182301,0.409283535,0.409963958,0.28187264,"A distorted, glowing organic mass appears in a dark room. The central figure is severely warped and lacks any plausible anatomy. Significant blur and grain obscure all textural details."
"a yellow rendition of venom, sci-fi style",DALLE2_normal_061.jpg,61,1.815542197,0.590795755,2.486699878,0.790906117,"A stylized glowing reptilian head appears against a solid black background. The subject features a malformed jaw with fused, excessive spike-like teeth. Surfaces show waxy smoothing and inconsistent line weights."
"a yellow rendition of venom, sci-fi style",glide_normal_061.jpg,61,1.494912264,0.667057786,1.231874682,0.530558064,"A stylized yellow mechanical object is centered on a white background. The subject's structure is coherent, though arm attachments appear fused. Global quality suffers from heavy oversmoothing and visible halos."
"a yellow rendition of venom, sci-fi style",midjourney_lowstep_061.jpg,61,3.165054602,0.626977397,3.706511037,0.514244187,A digital illustration portrays a muscular symbiote figure on a yellow background. The subject's facial structure and musculature show significant distortion and lack definition. Waxy textures and heavy blurring obscure all fine details.
"a yellow rendition of venom, sci-fi style",midjourney_normal_061.jpg,61,2.994111578,0.984666704,3.62556917,0.516253325,A close-up digital portrait shows a yellow symbiote-like creature against darkness. The subject exhibits stable monstrous anatomy with clearly defined teeth and sockets. Fine tendrils show slight softness while textures stay detailed.
"a yellow rendition of venom, sci-fi style",sd1.5_highcorr_061.jpg,61,2.774693831,0.722920973,2.836266121,0.718025029,"A digital illustration of a muscular black monster on a yellow scaled background. The subject's anatomy exhibits warped joint transitions and fused limb segments. Repetitive scale patterns create flat, pseudo-detailed textures."
"a yellow rendition of venom, sci-fi style",sd1.5_lowcorr_061.jpg,61,2.576017007,0.791252523,2.732709062,1.084038937,"A centered portrait of a stylized striped monster head against a dark backdrop. The subject shows a coherent symmetrical structure with intricate, sharp dental details. Crisp edges contrast with slightly repetitive surface textures."
"a yellow rendition of venom, sci-fi style",sd1.5_lowstep_061.jpg,61,2.871898573,0.572156501,3.135757257,0.198365644,"A digital illustration shows a muscular black and yellow symbiote on a splattered background. The figure has severe anatomical distortion, especially in the malformed hands and face. Waxy textures and inconsistent edge definition are visible."
"a yellow rendition of venom, sci-fi style",sd1.5_normal_061.jpg,61,2.14357511,0.835865144,2.548396068,1.29137607,A digital painting portrays a black symbiote character against a yellow smoky backdrop. The facial region contains a fused mechanical mouth and distorted neck musculature. Surfaces exhibit a waxy smoothness and the background shows repetitive grain.
"a yellow rendition of venom, sci-fi style",xl2.2_normal_061.jpg,61,3.235341707,0.970120249,3.364507908,0.797693524,A digital illustration depicts a stylized yellow-suited figure in a dynamic pose. The figure exhibits a coherent stylized anatomy with a clear and plausible silhouette. Textures are smooth with sharp edges and consistent lighting.
"a colour portrait of a king, realistic style",AttnGAN_normal_062.jpg,62,0.901809839,0.404428381,0.833684757,0.435066391,A distorted digital painting shows several human figures in an outdoor setting. The subjects feature severely warped faces and fused limbs that lack semantic coherence. Heavy blurring and melted textures eliminate all fine detail.
"a colour portrait of a king, realistic style",DALLE2_normal_062.jpg,62,3.401488261,0.709113958,3.547644548,0.949342644,A digital painting portrays a crowned elderly man in a dark setting. The subject's face is clear but exhibits subtle structural warping and asymmetry. Textures appear waxy with softened details and indistinct boundaries.
"a colour portrait of a king, realistic style",glide_normal_062.jpg,62,2.376428439,0.669542476,1.732152809,0.905865958,A stylized close-up of a lion's face on a plain background. The lion's face is recognizable but exhibits slight asymmetry and distorted muzzle. Global smoothing reduces fur detail and edge clarity significantly.
"a colour portrait of a king, realistic style",midjourney_lowstep_062.jpg,62,2.55346049,0.493727777,2.740407521,0.475325254,A digital portrait depicts an elderly bearded man with a crown in profile. The subject's face and crown are heavily blurred and lack anatomical precision. Severe oversmoothing removes texture and softens all image boundaries.
"a colour portrait of a king, realistic style",midjourney_normal_062.jpg,62,3.839810805,0.464018123,3.524109368,0.804895291,A digital painting shows a crowned bearded king in a centered portrait. Facial features remain coherent despite slight eye asymmetry and beard clumping. Surfaces display subtle waxy smoothing and inconsistent micro-detail.
"a colour portrait of a king, realistic style",sd1.5_highcorr_062.jpg,62,3.292854479,0.465777148,3.180285613,0.930060704,"A digital portrait shows a bearded man in an ornate red military uniform. Facial features display subtle structural distortions around the eyes and brow area. Textures appear waxy, and fine details lack sharp local definition."
"a colour portrait of a king, realistic style",sd1.5_lowcorr_062.jpg,62,3.419625599,0.646762789,3.671553148,0.510074716,"A realistic portrait shows a bearded man in ornate military regalia. Facial features show asymmetry, and the sash decorations appear malformed and structurally confused. Repetitive fur textures and waxy surfaces indicate oversmoothing and weak local detail."
"a colour portrait of a king, realistic style",sd1.5_lowstep_062.jpg,62,3.059933495,0.269612213,3.189847843,0.592214113,A bearded man in ornate red robes and a jeweled collar on a warm background. Facial structure is stable despite slight eye misalignment and waxy surface texture. Ornate collar patterns display repetitive pseudo-details and softened boundaries.
"a colour portrait of a king, realistic style",sd1.5_normal_062.jpg,62,3.221284286,0.503981296,3.307507387,0.490634808,A detailed portrait features a bearded man wearing a complex jeweled crown. The face exhibits subtle asymmetry in eye placement and nasal structure. Skin appears oversmoothed while crown ornaments contain meaningless symbolic patterns.
"a colour portrait of a king, realistic style",xl2.2_normal_062.jpg,62,3.530547546,0.356877821,3.592509994,0.565509887,"A digital portrait shows a crowned man in ornate robes against a plain background. The facial structure is stable, but the hair and jewelry show inconsistencies. Skin appears waxy, and details show pseudo-texturing."
"overwatch small hut building, abstract style",AttnGAN_normal_063.jpg,63,0.986154364,0.339139321,0.70828361,0.497767609,A distorted multi-headed animal figure stands centered against a blurred background. The subject features severe structural fusion and malformed anatomy of its multiple heads. Oversmoothing and waxy textures obscure fine details across the entire image.
"overwatch small hut building, abstract style",DALLE2_normal_063.jpg,63,0.997965831,0.457119446,1.677453607,1.103444372,A stylized digital illustration shows a malformed house on a yellow ground. The subject features warped geometry and illogical junctions between its architectural volumes. Outlines exhibit inconsistent thickness and noticeable jaggedness along curved edges.
"overwatch small hut building, abstract style",glide_normal_063.jpg,63,1.402772373,0.854983986,2.071203024,0.962921551,A blurry red shed sits in a dark outdoor setting with grass. The building's form is coherent but lacks sharp architectural details. Global blurring and flat textures hide all fine details.
"overwatch small hut building, abstract style",midjourney_lowstep_063.jpg,63,2.610261314,0.70406541,2.960067189,0.584609742,A soft 3D cartoon house sits on a circular base against a blue background. The building structure is warped with fused rooflines and indistinct window openings. Heavy global blur flattens textures and obscures all sharp boundaries.
"overwatch small hut building, abstract style",midjourney_normal_063.jpg,63,3.700231162,0.507153164,3.369531125,1.067820653,A 3D-rendered fantasy wooden house sits in a stylized outdoor environment. The architecture exhibits fused roof components and warped structural geometry. Surfaces show significant oversmoothing and waxy pseudo-detailing.
"overwatch small hut building, abstract style",sd1.5_highcorr_063.jpg,63,2.157904831,0.473940152,2.700983887,1.460210061,A stylized wooden shed stands in a field under a blue sky. The subject is coherent but features repetitive planks and simplified geometry. Outlines show aliasing and textures appear flat.
"overwatch small hut building, abstract style",sd1.5_lowcorr_063.jpg,63,3.374371279,0.848518036,2.561561282,0.901862108,A sepia-toned image shows a rustic shed on a grassy slope. The building's siding exhibits distorted geometry and melted material textures. Waxy surfaces and heavy grain degrade the image clarity.
"overwatch small hut building, abstract style",sd1.5_lowstep_063.jpg,63,3.333743653,0.567562364,3.136505822,0.477019823,A wooden stilt house stands in a field under a red sky. The building is recognizable despite distorted wood planks and support pillars. Heavy smoothing flattens textures throughout the entire scene.
"overwatch small hut building, abstract style",sd1.5_normal_063.jpg,63,2.883906185,0.800125638,2.840103111,0.869061311,A small wooden shack with a blue roof sits in a dry grassy field. The subject structure is coherent but has simplified geometry and weak detail. Global textures show oversmoothing and a lack of fine granular detail.
"overwatch small hut building, abstract style",xl2.2_normal_063.jpg,63,3.334754679,0.385216799,3.2326522,0.99288332,A stylized 3D rendered building stands centered on water under a sunset sky. The subject exhibits a stable geometric structure and high semantic readability. Textures and edges display no significant non-structural artifacts.
"monsters playing board games, baroque style",AttnGAN_normal_064.jpg,64,0.935417685,0.635748859,1.184861428,0.861777552,An abstract dark organic shape sits against a vibrant blurred background. The subject lacks coherent structure and appears as a malformed melting mass. Heavy blurring and oversmoothing obscure all fine textural details.
"monsters playing board games, baroque style",DALLE2_normal_064.jpg,64,2.545997226,0.420468896,3.169153524,0.4860513,"Stylized fantasy characters play a board game in a colorful illustration. The subjects show distorted anatomy and simplified, messy hand and game-piece structures. Textures appear flat with softened edges and inconsistent detail clarity."
"monsters playing board games, baroque style",glide_normal_064.jpg,64,1.149675658,0.382144021,1.536125842,0.796046179,Various abstract colorful shapes and creature-like forms are scattered on a white background. The subjects are structurally incoherent with broken contours and ambiguous semantics. Heavy pixelation and jagged edges obscure fine texture details throughout.
"monsters playing board games, baroque style",midjourney_lowstep_064.jpg,64,1.972017159,0.848402628,3.066730889,0.678979312,"Several colorful blurred figures sit around a tiled table in warm lighting. Subjects lack clear anatomy and appear as soft, indistinct fused shapes. Oversmoothing eliminates all texture and edge definition."
"monsters playing board games, baroque style",midjourney_normal_064.jpg,64,3.938212751,0.428877216,3.729311245,0.400158366,Three fantasy creatures play a game around a wooden table indoors. Subject anatomy remains plausible though hands show minor fusion and blurring. Global textures exhibit slight waxiness and inconsistent edge definition.
"monsters playing board games, baroque style",sd1.5_highcorr_064.jpg,64,2.657997659,0.669047612,2.479686745,0.229075464,
"monsters playing board games, baroque style",sd1.5_lowcorr_064.jpg,64,2.426325581,0.449314086,2.508900426,0.54554126,Ornate manuscript panels display distorted human figures and symbolic objects. Human faces and bodies show severe anatomical malformation and surreal fusion. Textures appear waxy with inconsistent lighting and illegible pseudo-text details.
"monsters playing board games, baroque style",sd1.5_lowstep_064.jpg,64,2.760431848,0.698141268,3.531237092,0.804110642,A group of costumed figures plays a board game within a paneled room. Facial features and hand structures show significant warping and digit fusion. Surfaces look waxy while fine details remain softened and indistinct.
"monsters playing board games, baroque style",sd1.5_normal_064.jpg,64,2.518413241,0.254873902,2.999704571,0.750853424,A classical painting shows two women at a board game in an ornate room. Both figures exhibit severe anatomical distortions including malformed faces and unnatural hair. Textures appear waxy with inconsistent lighting and pseudo-details.
"monsters playing board games, baroque style",xl2.2_normal_064.jpg,64,3.837774272,0.230753835,3.882612824,0.603967843,Skeletal figures play a game at a table in a narrow alley. Figures exhibit stable structure despite minor hand fusion and facial irregularities. Surfaces show waxy textures and softened detail with inconsistent background lines.
